feed_flow_m3_h,feed_temp_C,reflux_ratio_LD,reboiler_steam_t_h,top_pressure_bar_a,top_temp_C,bottoms_temp_C,purity_lab_pct_vv
11.26,84.62,3.46,3.02,1.207,78.73,103.39,95.54
11.81,82.79,2.78,2.32,1.151,78.14,102.15,95.15
12.08,85.31,3.42,1.74,1.137,78.07,101.73,94.32
12.48,87.27,3.49,2.16,1.166,78.31,102.3,94.59
11.61,84.91,2.6,2.34,1.142,77.99,102.06,94.6
11.3,86.05,3.24,3.01,1.177,78.45,103.39,95.04
12.6,81.44,3.52,1.56,1.146,78.06,102.03,94.76
12.66,85.54,2.46,2.11,1.127,78.02,101.58,93.96
12.22,85.73,2.3,2.31,1.122,77.95,101.76,94.0
11.63,83.3,2.92,2.44,1.18,78.26,102.41,95.16
12.24,82.2,2.76,1.93,1.141,78.09,101.77,94.54
12.07,86.91,3.14,1.6,1.133,78.13,101.35,93.7
12.5,84.22,2.26,2.84,1.161,78.02,102.21,94.41
11.25,87.07,2.51,1.79,1.145,77.87,100.93,93.57
12.07,85.08,2.59,2.53,1.137,78.06,101.75,94.53
11.9,87.37,2.58,2.69,1.155,78.26,102.18,94.35
11.33,85.25,3.22,2.23,1.165,78.26,102.51,94.77
12.13,82.69,3.68,2.86,1.182,78.59,103.55,95.71
12.02,85.81,2.42,1.91,1.138,77.85,101.62,93.85
11.75,85.28,2.37,2.78,1.144,78.09,102.29,94.5
12.24,87.45,2.51,2.31,1.14,77.92,101.83,94.0
11.15,85.01,2.35,3.08,1.163,78.34,102.46,94.61
11.97,85.14,3.39,2.7,1.183,78.43,102.72,95.31
12.26,87.89,3.32,2.15,1.162,78.24,102.37,94.5
12.17,88.57,2.5,1.53,1.118,77.81,100.83,92.87
12.65,87.67,2.86,3.13,1.174,78.5,103.46,94.53
11.28,88.28,2.24,1.85,1.106,77.96,100.72,93.05
11.1,87.0,3.04,1.63,1.162,77.97,101.45,93.98
12.14,87.69,2.68,2.85,1.162,78.34,102.33,94.31
12.27,87.93,2.54,2.05,1.137,77.84,101.49,93.58
13.27,86.89,2.65,1.87,1.14,77.91,100.92,93.76
12.37,86.14,3.14,1.96,1.158,78.07,102.04,94.47
11.48,86.31,2.59,2.74,1.164,78.17,102.3,94.41
12.48,91.29,3.35,2.97,1.179,78.62,103.38,94.27
11.49,86.03,2.42,1.86,1.115,77.88,101.77,93.57
11.11,85.48,2.75,2.27,1.15,78.11,101.89,94.48
13.57,85.2,3.5,1.66,1.145,78.13,102.1,94.4
12.2,85.93,2.68,1.71,1.128,77.88,101.19,93.78
12.43,86.54,3.49,2.78,1.184,78.49,103.53,95.01
12.34,83.51,3.49,2.07,1.167,78.22,103.01,95.07
13.09,81.64,3.04,3.1,1.194,78.44,103.59,95.69
12.17,86.65,2.23,2.94,1.156,78.15,102.24,94.11
12.73,82.47,3.43,2.28,1.151,78.3,102.3,95.25
11.38,86.57,3.44,2.86,1.191,78.37,103.41,94.98
11.16,86.31,2.49,3.24,1.181,78.37,102.35,94.79
12.86,88.54,3.7,1.96,1.15,78.29,102.31,94.11
12.88,89.67,3.73,2.48,1.187,78.51,103.01,94.56
12.31,86.81,3.02,2.89,1.177,78.31,102.62,94.73
12.14,84.78,3.66,1.96,1.16,78.21,102.49,94.94
12.1,83.42,2.4,3.01,1.165,78.32,102.31,94.92
11.59,84.26,2.91,2.49,1.165,78.18,102.15,94.97
12.92,86.09,2.97,3.08,1.185,78.49,103.16,95.11
12.4,81.45,3.11,2.77,1.186,78.33,102.67,95.57
12.3,86.17,3.43,1.51,1.147,77.96,102.05,93.86
12.23,85.97,3.1,2.59,1.169,78.21,102.79,94.77
12.63,87.42,2.37,1.8,1.153,77.79,100.88,93.23
12.3,85.26,2.31,2.25,1.129,77.93,101.55,94.02
12.45,86.22,3.44,1.94,1.157,78.11,102.07,94.37
11.3,84.38,3.6,1.62,1.151,78.26,101.87,94.43
12.31,84.98,2.75,1.92,1.149,77.99,101.77,94.39
13.31,82.1,3.73,1.8,1.174,78.18,101.97,94.84
11.69,86.27,3.56,2.43,1.163,78.53,103.05,94.84
11.92,89.41,2.63,2.25,1.16,78.13,102.26,93.67
12.54,86.36,2.41,2.59,1.14,78.06,101.38,94.17
12.57,86.8,3.27,2.3,1.191,78.19,103.08,94.72
12.37,83.84,3.47,2.88,1.179,78.52,102.86,95.57
11.03,89.15,3.28,2.85,1.192,78.53,102.56,94.67
12.3,84.31,2.89,1.78,1.138,77.87,100.96,94.3
11.29,87.76,3.05,2.33,1.167,78.31,101.99,94.67
11.51,86.24,2.44,2.75,1.15,78.15,102.0,94.28
12.33,83.89,2.91,2.72,1.169,78.38,102.11,95.01
11.82,88.26,2.51,1.92,1.136,77.91,101.21,93.51
12.49,86.03,2.35,3.13,1.166,78.32,102.7,94.42
13.89,86.39,3.3,2.06,1.167,78.26,102.03,94.4
12.47,86.99,2.28,2.11,1.131,78.02,101.28,93.54
12.43,85.95,2.47,3.16,1.166,78.27,102.81,94.42
11.46,85.17,2.52,1.56,1.113,77.95,101.31,93.53
11.61,87.03,2.41,1.53,1.121,77.66,100.7,93.02
11.36,85.11,2.59,2.89,1.16,78.3,102.63,94.73
11.68,86.14,2.97,2.93,1.184,78.45,103.01,94.81
11.34,84.53,2.35,2.85,1.164,78.19,102.18,94.74
11.6,82.72,2.42,2.08,1.131,78.02,101.27,94.53
11.87,84.52,3.7,2.81,1.194,78.45,103.59,95.65
11.4,84.91,3.37,2.66,1.191,78.43,103.17,95.19
11.15,86.03,2.79,2.63,1.16,78.32,102.03,94.72
11.18,88.61,2.89,2.92,1.161,78.38,102.71,94.47
12.27,82.28,3.28,3.1,1.212,78.47,103.49,95.74
12.04,86.28,3.54,3.01,1.197,78.61,103.64,95.17
12.62,81.13,2.35,1.54,1.128,77.76,100.75,93.9
12.63,83.7,2.81,3.2,1.204,78.37,103.46,95.03
11.8,84.88,3.17,2.54,1.161,78.43,102.92,95.04
12.4,81.04,3.52,2.64,1.184,78.43,102.8,95.93
11.14,81.91,2.38,2.35,1.126,77.95,102.03,94.62
13.37,86.34,3.59,2.95,1.196,78.61,103.37,95.08
12.72,86.17,2.3,3.3,1.173,78.27,102.42,94.39
11.87,85.75,3.03,2.02,1.144,78.1,102.19,94.57
11.3,84.23,2.89,3.2,1.172,78.49,103.03,95.25
12.23,90.74,3.63,2.14,1.168,78.3,102.23,94.07
10.88,85.65,3.22,1.63,1.143,78.08,101.81,94.3
11.53,84.1,3.47,1.64,1.167,78.14,102.03,94.59
12.45,89.69,3.35,2.07,1.158,78.32,102.43,93.96
12.05,87.35,2.44,1.76,1.128,77.77,100.65,93.32
11.71,85.18,3.76,1.9,1.164,78.29,102.71,94.83
12.57,88.62,2.95,1.78,1.127,78.03,101.4,93.64
11.38,86.34,2.98,2.98,1.172,78.45,103.19,94.88
12.17,87.41,2.6,2.79,1.148,78.08,102.03,94.32
11.7,86.52,2.77,1.72,1.138,77.85,101.06,93.82
11.49,83.74,3.5,2.12,1.144,78.31,102.0,95.1
12.28,88.14,3.22,3.21,1.178,78.62,103.27,94.77
11.4,86.35,3.36,2.1,1.164,78.24,102.6,94.6
13.14,83.78,3.18,2.85,1.157,78.45,103.07,95.18
11.65,84.32,2.55,3.22,1.157,78.47,102.64,95.11
13.19,88.1,2.56,1.57,1.137,77.79,101.26,93.17
11.34,85.19,3.05,2.35,1.148,78.17,102.36,95.01
12.36,86.1,2.45,2.37,1.147,78.17,101.91,94.16
11.28,87.44,2.64,2.96,1.171,78.36,102.67,94.49
11.2,86.28,2.99,2.44,1.151,78.23,102.32,94.77
12.1,82.64,2.43,3.2,1.153,78.28,102.69,95.15
12.41,87.4,2.61,2.55,1.171,78.29,102.19,94.05
11.24,88.06,3.44,2.44,1.168,78.36,103.09,94.69
12.71,87.91,2.71,2.66,1.166,78.17,102.47,94.19
11.52,89.56,3.35,1.75,1.144,78.22,102.15,93.7
12.08,86.8,2.61,1.83,1.139,77.8,100.98,93.66
12.23,87.71,2.24,2.62,1.135,78.06,101.3,93.99
12.36,89.5,3.8,1.99,1.156,78.38,102.73,94.17
10.92,85.36,3.7,2.19,1.162,78.35,102.83,95.02
12.97,89.82,3.66,1.67,1.151,78.14,102.26,93.74
12.34,89.82,2.71,3.02,1.165,78.39,102.47,94.12
11.74,87.72,3.29,2.06,1.156,78.11,102.25,94.25
11.39,90.05,3.78,2.53,1.188,78.49,102.98,94.48
10.98,87.87,3.51,2.22,1.163,78.38,102.64,94.53
11.18,84.06,3.7,2.62,1.194,78.43,103.26,95.5
12.33,88.5,3.34,1.76,1.145,78.22,101.87,93.92
11.8,86.72,2.86,1.67,1.144,77.93,101.42,93.74
11.32,86.91,2.77,2.52,1.172,78.2,102.09,94.48
11.68,86.34,2.66,1.51,1.145,77.79,100.94,93.51
12.94,88.99,2.89,2.87,1.151,78.4,102.91,94.35
11.8,87.22,2.81,2.9,1.188,78.31,103.07,94.71
11.65,84.47,2.82,2.49,1.142,78.23,102.33,94.9
12.81,87.07,2.68,1.66,1.147,77.98,101.34,93.35
12.28,87.6,3.45,2.42,1.173,78.47,102.94,94.56
12.03,84.4,3.47,2.91,1.191,78.43,103.8,95.27
11.64,85.04,3.45,2.19,1.157,78.4,103.05,95.05
11.07,85.16,2.67,1.91,1.149,77.92,101.24,94.23
11.3,84.66,2.95,2.59,1.172,78.3,102.65,94.97
11.71,86.77,3.37,2.52,1.168,78.39,102.9,94.76
11.87,88.24,2.66,2.55,1.151,78.2,102.54,94.21
12.21,90.16,2.65,3.07,1.18,78.31,102.1,94.03
12.33,88.63,2.56,2.24,1.156,78.09,101.52,93.82
12.13,88.25,2.56,1.89,1.144,78.0,100.84,93.43
12.13,88.52,3.42,1.86,1.153,78.13,102.48,93.91
11.4,88.94,2.71,1.58,1.131,77.86,101.15,93.32
10.71,85.17,2.8,3.16,1.187,78.49,103.15,94.97
11.69,87.53,2.57,1.96,1.146,78.03,101.46,93.73
11.43,86.71,3.09,1.89,1.16,78.11,101.89,94.34
11.61,85.72,2.4,2.31,1.145,78.04,101.69,93.99
11.84,85.0,2.88,3.28,1.176,78.53,103.09,95.19
11.25,84.89,3.78,1.61,1.161,78.17,101.68,94.43
11.33,85.41,3.73,2.66,1.191,78.57,103.44,95.29
11.94,83.28,2.95,2.29,1.152,78.16,102.12,95.05
12.07,87.15,3.57,1.73,1.161,78.15,101.98,94.01
11.61,85.95,2.84,1.68,1.129,77.75,101.16,93.66
12.3,86.23,2.84,2.94,1.175,78.22,103.1,94.97
11.87,86.75,3.53,1.75,1.15,78.2,101.92,94.19
11.39,87.59,2.6,2.76,1.182,78.29,102.05,94.43
12.02,84.7,2.48,1.59,1.137,77.83,101.02,93.71
13.13,85.77,3.59,1.54,1.154,78.12,102.3,94.05
11.6,82.46,3.63,2.58,1.168,78.46,102.82,95.73
12.7,81.12,2.83,2.04,1.135,78.1,101.47,95.1
12.83,81.73,2.83,3.11,1.184,78.39,102.69,95.68
12.9,89.38,3.13,1.76,1.145,78.05,101.8,93.62
11.51,81.98,3.1,2.06,1.157,78.26,102.17,95.28
13.21,87.04,3.64,1.79,1.144,78.11,102.62,94.16
12.07,89.25,2.99,1.54,1.122,77.89,101.3,93.19
11.85,84.99,2.62,2.78,1.163,78.23,102.29,94.77
11.86,89.59,3.18,3.15,1.185,78.39,103.21,94.59
12.36,90.06,2.45,2.34,1.132,77.95,101.96,93.57
12.03,88.08,2.36,2.75,1.147,78.24,101.91,94.18
11.89,91.22,2.37,3.16,1.175,78.34,102.33,93.71
12.77,87.37,2.98,2.47,1.158,78.24,102.31,94.48
11.57,84.4,2.79,2.22,1.157,78.21,101.88,94.89
11.37,87.15,3.6,2.87,1.205,78.49,103.55,95.09
12.48,85.03,2.82,2.97,1.176,78.52,102.62,95.0
12.42,83.14,2.81,1.64,1.137,77.91,101.69,94.26
12.66,83.2,2.57,2.26,1.141,78.0,102.2,94.63
11.36,91.1,2.91,1.82,1.155,78.09,101.26,93.19
12.65,84.82,3.33,1.93,1.142,78.21,102.14,94.63
12.29,85.96,3.24,2.45,1.157,78.34,102.35,94.83
13.06,84.55,3.24,3.11,1.187,78.53,103.29,95.23
11.25,86.32,3.34,2.61,1.161,78.26,102.57,95.0
12.13,85.49,3.29,2.43,1.179,78.16,102.57,94.94
11.83,85.12,2.45,1.78,1.124,77.85,101.11,93.72
11.05,83.36,2.9,3.16,1.185,78.53,103.12,95.24
11.57,82.91,2.43,1.93,1.131,77.83,100.84,94.29
12.68,84.39,3.07,1.8,1.144,78.05,101.18,94.57
11.72,86.67,2.25,2.09,1.134,77.78,100.72,93.75
11.57,90.6,2.5,3.09,1.149,78.2,102.91,93.98
12.52,88.35,3.03,2.41,1.151,78.24,102.3,94.32
12.59,90.04,3.18,2.39,1.161,78.33,102.5,94.22
12.59,87.1,2.58,2.82,1.185,78.3,102.73,94.3
11.53,85.84,3.38,3.14,1.199,78.69,103.28,95.21
11.97,83.12,2.98,1.74,1.149,77.93,101.63,94.54
12.62,86.04,3.74,1.53,1.145,78.14,101.89,93.89
11.61,81.32,2.45,2.77,1.167,78.25,102.22,95.2
11.55,85.38,3.15,2.0,1.166,78.06,101.52,94.6
12.5,89.62,2.25,2.82,1.162,78.12,101.93,93.77
12.94,86.76,3.23,1.71,1.174,78.06,101.73,93.9
11.31,88.52,2.5,2.59,1.14,78.14,102.04,94.06
10.44,85.2,2.87,2.61,1.153,78.33,102.05,94.87
11.13,83.02,2.39,3.12,1.163,78.32,102.44,94.93
11.39,84.99,2.67,2.65,1.15,78.18,102.49,94.51
11.92,85.17,2.57,1.82,1.135,77.72,101.19,93.86
12.37,88.7,3.73,1.96,1.172,78.36,102.77,94.32
11.91,90.39,3.09,2.51,1.166,78.37,102.7,94.18
11.58,84.42,2.25,2.89,1.157,78.21,102.16,94.52
12.09,85.26,3.29,2.55,1.177,78.4,102.69,95.31
11.42,85.73,3.5,2.35,1.18,78.4,102.78,95.04
11.97,85.28,2.81,2.83,1.162,78.41,102.37,94.78
11.62,83.31,2.99,2.59,1.16,78.25,102.69,95.23
13.61,86.26,2.44,1.86,1.144,77.87,101.21,93.6
12.49,86.85,2.49,2.94,1.16,78.18,102.72,94.53
11.5,86.9,3.08,2.91,1.169,78.41,103.56,94.79
11.4,83.4,2.39,2.09,1.14,77.88,101.55,94.41
11.74,85.8,3.7,2.03,1.165,78.25,102.75,94.86
11.01,82.23,2.45,2.28,1.145,77.87,101.66,94.72
11.56,88.07,2.25,2.65,1.149,78.08,102.05,93.84
11.56,83.81,3.54,2.97,1.197,78.67,103.87,95.4
12.53,85.45,3.67,2.66,1.194,78.28,103.22,95.23
11.74,85.07,3.56,2.22,1.162,78.44,102.35,94.79
11.53,84.78,3.15,2.49,1.155,78.3,102.21,95.02
11.2,83.73,2.91,2.31,1.172,78.11,102.36,95.14
11.29,82.17,3.33,1.77,1.145,78.14,102.04,94.96
11.96,89.87,3.53,2.78,1.169,78.5,103.42,94.55
11.87,86.63,2.52,2.13,1.123,77.98,101.08,94.02
12.68,86.65,3.55,2.26,1.17,78.46,102.56,94.94
11.62,90.68,3.56,2.22,1.163,78.35,102.27,94.16
12.64,85.84,3.79,2.2,1.157,78.43,102.59,94.99
12.15,87.28,3.77,2.19,1.165,78.37,102.71,94.63
12.0,86.11,2.87,1.81,1.131,77.97,101.33,94.0
10.8,88.68,3.46,1.64,1.161,78.04,102.31,93.67
11.23,87.17,3.45,2.4,1.175,78.35,102.44,94.76
12.44,86.76,3.58,2.62,1.181,78.41,102.99,94.89
12.84,85.51,3.72,2.43,1.167,78.54,102.87,95.17
12.12,86.68,2.56,3.16,1.17,78.34,102.75,94.61
12.46,88.63,3.16,1.97,1.16,78.19,102.17,93.97
11.76,81.5,2.23,2.96,1.159,78.29,101.96,94.91
11.78,85.79,3.26,2.29,1.175,78.35,102.02,94.53
11.6,85.15,3.02,2.92,1.177,78.36,102.82,95.06
12.58,85.41,2.57,1.54,1.133,77.93,100.98,93.5
12.21,81.72,2.35,3.28,1.174,78.18,102.38,95.2
11.86,87.68,2.53,3.26,1.168,78.49,103.07,94.09
11.8,84.21,2.24,2.71,1.164,77.91,101.63,94.22
12.33,85.57,3.04,2.39,1.165,78.17,102.17,94.79
12.19,84.96,2.2,2.52,1.153,78.02,101.52,94.06
11.5,82.4,3.19,3.0,1.172,78.43,103.68,95.66
13.03,85.09,3.53,2.96,1.179,78.41,103.69,95.27
12.15,82.02,2.29,3.08,1.161,78.13,102.46,95.03
12.01,84.0,3.04,3.06,1.172,78.48,102.85,95.15
12.89,85.38,3.65,1.65,1.162,78.03,101.82,94.22
12.61,86.06,2.86,2.41,1.162,78.24,101.99,94.66
11.95,86.19,3.16,3.19,1.199,78.64,103.79,95.11
12.32,85.77,2.26,2.58,1.154,78.17,102.09,94.05
11.36,90.78,2.99,1.74,1.131,78.02,101.57,93.35
11.62,87.03,3.3,2.81,1.189,78.45,102.9,94.95
10.64,83.39,2.38,1.69,1.119,77.77,100.41,93.83
12.73,84.73,2.98,3.22,1.176,78.72,103.11,95.25
10.86,84.63,3.53,2.7,1.183,78.58,103.32,95.47
12.41,85.68,2.83,3.21,1.18,78.5,103.21,94.92
11.5,84.75,2.96,1.75,1.152,78.02,101.62,94.35
11.41,84.19,3.16,1.67,1.173,78.11,101.45,94.24
11.88,89.7,3.58,2.41,1.18,78.25,103.04,94.47
12.16,86.17,3.38,3.03,1.203,78.62,103.38,95.13
12.37,85.33,3.46,2.92,1.185,78.5,103.6,95.18
13.06,85.52,3.46,2.19,1.17,78.11,102.6,94.74
12.22,85.6,2.25,1.96,1.125,77.93,101.23,93.78
12.53,89.14,3.24,2.07,1.154,78.13,102.26,93.99
11.64,87.13,3.78,2.07,1.184,78.38,102.6,94.57
12.43,88.55,3.33,1.72,1.155,78.04,102.17,93.71
12.09,79.21,2.93,2.94,1.179,78.36,102.59,95.91
11.72,86.79,3.66,1.63,1.148,78.29,102.26,94.18
11.94,88.41,2.24,2.96,1.175,78.21,102.07,94.08
11.96,90.42,2.27,2.72,1.15,78.14,101.84,93.62
12.11,86.14,3.78,1.65,1.153,78.08,102.31,94.29
12.24,82.3,3.39,1.7,1.151,78.18,101.77,94.86
11.69,87.37,3.13,2.12,1.163,78.12,101.87,94.32
11.56,84.76,3.09,2.86,1.184,78.45,102.7,95.16
12.45,82.13,2.51,2.04,1.154,77.87,101.11,94.47
10.98,84.72,2.38,2.23,1.131,78.01,101.5,94.44
11.63,88.4,2.33,1.55,1.116,77.78,100.73,92.77
12.93,88.72,3.37,2.77,1.196,78.35,103.09,94.54
10.38,87.67,2.25,2.68,1.173,78.12,101.46,93.9
11.58,83.77,3.28,2.12,1.154,78.14,102.3,95.03
12.41,91.62,2.67,1.91,1.138,78.06,101.66,93.04
11.01,83.51,3.16,1.74,1.131,78.08,101.43,94.6
13.56,85.91,3.08,2.23,1.15,78.2,101.96,94.58
10.45,82.9,3.02,2.87,1.166,78.63,103.09,95.65
12.86,88.98,2.56,2.06,1.14,78.04,101.43,93.43
12.93,87.06,2.97,2.09,1.14,78.08,102.19,94.24
12.55,88.04,3.29,1.76,1.16,78.16,101.78,93.81
11.87,86.28,2.4,2.38,1.145,78.06,101.31,94.08
12.21,85.93,2.75,2.12,1.145,78.16,101.72,94.46
11.46,86.47,2.52,2.47,1.16,78.03,101.88,94.36
12.49,81.93,3.48,1.93,1.157,78.37,102.33,95.11
11.33,88.27,3.45,2.85,1.172,78.48,103.07,94.87
11.84,88.1,3.21,3.1,1.186,78.5,103.2,94.79
12.6,85.22,3.16,2.94,1.202,78.4,103.61,95.25
11.33,86.06,3.12,2.02,1.155,78.11,101.86,94.44
11.78,86.75,3.17,2.8,1.182,78.56,103.34,94.94
12.1,89.54,3.35,2.22,1.163,78.28,102.17,94.16
11.19,87.04,3.4,2.1,1.16,78.16,102.43,94.54
12.7,86.18,2.4,3.22,1.174,78.32,102.74,94.43
12.2,84.97,3.67,2.26,1.147,78.4,103.05,95.0
11.09,82.78,3.08,1.53,1.126,78.03,101.39,94.36
11.97,84.78,3.72,2.14,1.166,78.33,102.58,95.11
11.53,86.25,3.18,1.74,1.144,78.07,101.76,94.08
11.61,85.54,2.42,2.56,1.166,78.34,101.52,94.35
12.05,86.26,3.32,2.6,1.199,78.38,102.23,94.98
11.57,87.74,3.17,1.99,1.16,78.15,101.62,94.12
12.58,87.05,2.79,2.63,1.166,78.15,102.75,94.57
11.58,86.7,2.42,2.04,1.144,78.0,101.52,93.88
12.59,87.54,2.47,1.56,1.14,77.74,101.28,92.84
11.97,86.51,2.92,2.17,1.143,78.27,102.09,94.33
12.51,86.03,3.1,2.22,1.153,78.29,101.82,94.48
11.68,87.13,2.32,3.05,1.164,78.31,102.11,94.28
11.7,82.3,2.26,1.54,1.122,77.67,100.65,93.77
11.31,88.86,2.24,2.92,1.138,78.15,101.92,93.69
12.35,83.27,2.79,3.2,1.183,78.41,102.77,95.22
12.56,87.94,2.71,2.24,1.133,78.09,101.55,94.01
13.27,86.13,3.32,3.21,1.199,78.57,103.36,95.08
12.77,88.54,3.66,2.18,1.18,78.31,102.24,94.46
12.15,86.18,3.29,1.61,1.124,78.05,101.8,94.08
11.87,84.03,3.12,2.66,1.176,78.35,102.54,95.3
12.23,88.47,2.64,2.68,1.162,78.19,102.59,94.28
11.98,86.51,2.69,2.88,1.161,78.37,102.96,94.71
12.88,86.37,2.31,2.44,1.155,78.12,101.64,93.99
12.57,86.29,3.72,2.63,1.205,78.48,103.57,95.04
11.5,88.31,3.42,2.95,1.192,78.71,103.64,94.76
11.59,87.91,3.38,2.42,1.16,78.38,102.76,94.71
12.82,86.62,3.46,2.92,1.173,78.64,103.33,95.13
12.18,82.7,3.58,1.51,1.139,78.25,102.2,94.61
11.86,85.22,2.26,2.34,1.131,77.87,101.65,94.06
12.71,86.35,3.35,2.25,1.177,78.32,102.45,94.65
11.77,90.06,2.81,1.54,1.135,77.95,101.0,93.0
11.83,86.96,3.17,3.22,1.188,78.65,103.42,95.11
11.72,85.91,3.19,1.94,1.162,78.19,102.21,94.47
10.82,88.75,3.22,2.17,1.16,78.29,102.43,94.29
12.52,85.87,2.79,1.6,1.134,77.77,101.02,93.61
11.27,86.06,3.34,1.5,1.136,77.95,101.59,93.95
11.66,86.46,3.54,1.51,1.144,78.13,101.88,93.97
11.55,82.82,3.45,2.13,1.165,78.11,102.35,95.15
12.44,88.22,2.76,2.38,1.143,78.1,102.02,94.31
11.96,87.06,2.5,1.87,1.15,77.88,100.94,93.54
12.01,85.5,3.34,3.14,1.191,78.61,103.29,95.37
10.99,83.61,2.42,2.0,1.13,77.99,101.33,94.27
11.95,86.59,3.77,2.74,1.199,78.59,103.54,95.14
11.11,89.2,3.67,2.19,1.161,78.29,102.67,94.31
12.18,84.71,3.43,2.78,1.193,78.41,103.73,95.26
12.22,83.79,3.39,2.36,1.17,78.36,102.61,95.29
11.99,87.05,2.67,2.16,1.165,78.09,101.87,94.07
13.23,82.61,2.43,1.64,1.12,77.83,100.93,93.87
12.32,81.24,2.81,3.04,1.17,78.4,102.73,95.68
12.36,85.14,2.73,2.51,1.149,78.19,102.33,94.75
12.09,84.6,3.52,1.69,1.142,78.03,102.3,94.47
11.88,85.51,2.79,2.17,1.152,78.08,101.83,94.48
12.58,84.91,3.34,3.13,1.179,78.64,103.61,95.51
12.66,86.86,2.21,2.48,1.147,77.93,102.31,93.81
11.22,85.64,2.2,2.04,1.125,77.9,100.86,93.78
12.63,84.81,2.84,2.01,1.157,78.1,101.64,94.46
12.31,85.12,2.86,2.15,1.125,78.28,102.02,94.4
12.58,87.52,3.0,1.95,1.153,78.07,101.79,93.84
12.28,88.24,2.82,1.89,1.143,77.98,101.34,93.76
11.25,88.12,2.87,2.77,1.168,78.22,102.49,94.59
11.3,87.66,2.25,3.3,1.161,78.22,102.52,94.13
13.09,78.87,2.44,2.93,1.179,78.11,102.27,95.5
12.15,83.92,2.66,1.63,1.127,77.72,101.09,93.89
11.15,85.44,3.46,2.52,1.18,78.46,103.31,95.22
12.21,86.58,2.62,2.18,1.143,78.04,101.73,94.11
11.78,82.57,3.58,2.77,1.182,78.55,103.23,95.58
10.89,89.26,2.65,1.93,1.14,77.83,101.58,93.61
10.63,86.8,3.11,1.72,1.151,77.87,101.8,94.05
11.04,84.76,2.57,2.95,1.155,78.14,102.23,94.89
12.16,86.49,3.36,1.55,1.141,78.17,101.54,93.98
11.97,85.37,2.92,2.22,1.14,78.23,101.74,94.74
11.85,84.46,3.38,2.27,1.171,78.19,102.63,95.12
12.17,87.24,2.56,3.01,1.159,78.31,102.79,94.4
12.36,85.13,2.51,2.67,1.149,78.18,102.06,94.35
10.74,83.03,2.65,2.61,1.165,78.12,102.51,95.12
11.82,84.74,2.48,3.08,1.167,78.25,102.41,94.75
11.5,85.88,2.79,2.72,1.169,78.35,102.39,94.9
11.26,83.76,3.4,2.34,1.168,78.39,102.63,95.39
11.67,88.91,3.06,1.71,1.147,78.08,101.63,93.65
11.93,83.74,3.07,2.46,1.165,78.29,102.86,95.28
11.84,90.0,3.63,2.13,1.158,78.34,102.37,94.15
11.13,88.1,2.44,2.23,1.145,78.04,101.69,93.8
11.71,84.06,3.46,1.52,1.144,78.05,101.79,94.2
13.21,86.42,2.26,3.3,1.165,78.44,102.88,94.19
11.37,88.74,3.09,2.79,1.177,78.41,102.52,94.57
10.99,85.72,2.95,1.85,1.139,78.07,101.34,94.36
